シーケンス,サウンド バイトのテキスト,評価およびスコア,サウンド バイトのセンチメント,タイトル,情報源の種類,投稿タイプ,メディア タイプ,URL,ドメイン,公開日 (GMT+09:00) Tokyo,投稿者の性別,投稿者の URL,投稿者名,投稿者の ID,投稿者 ID,投稿者ロケーション - 国 1,投稿者のロケーション - 州/省 1,投稿者ロケーション - 市区町村 1,投稿者ロケーション - 国 2,投稿者のロケーション - 州/省 2,投稿者ロケーション - 市区町村 2,投稿者ロケーション - その他,フォロワー数/ユニーク ビジター数 (日単位),職業,関心,タグ,引用された投稿,引用された投稿者名,引用された投稿者の ID,合計エンゲージメント数,コメント投稿,「いいね！」する,シェア投稿,ビューを投稿,嫌いなものを投稿,製品名,製品階層,評価
58,日産、中国に1兆円投資＝EV強化（時事通信） - Yahoo!ニュース headlines.yahoo.co.jp/hl?a=20180205-… @YahooNewsTopics,,ポジティブ,,Twitter,オリジナル,リンク,http://twitter.com/kawase_like/statuses/960456287036235776,twitter.com,2018/02/05 19:13:17,Unknown,http://twitter.com/kawase_like,さな株FX,kawase_like,701998668342120451,,,,,,,,21176,Homemaker,,,,,,,,,,,,,,
59,日産リーフ、驚愕の氷上雪上性能。（河口まなぶ） - Yahoo!ニュース news.yahoo.co.jp/byline/kawaguc…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/co_jit/statuses/956556332596912128,twitter.com,2018/01/26 0:56:16,男性,http://twitter.com/co_jit,Koji Takeuchi,co_jit,14567929,日本,愛知県,,,,,,4664,テクノロジー,音楽; テレビ,,,,,,,,,,,,,
60,日産、熊本のEVバスプロジェクトに技術協力…リーフのバッテリーなど利用 densi-book.com日産、熊本のevバスプロジェクトに技術協力リー-2/,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/carexportkoza/statuses/955247955971268608,twitter.com,2018/01/22 10:17:15,Unknown,http://twitter.com/carexportkoza,🚗中古車⛴輸出業支援TL,carexportkoza,775726164962713600,日本,神奈川県,横浜市,,,,,201,,,,,,,,,,,,,,,
61,トヨタ カムリ、日産 リーフ、マツダ CX5 が残る…世界カーオブザイヤーの第二次選考10台レスポンス,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/BoitnottJeffery/statuses/956546524229468160,twitter.com,2018/01/26 0:17:17,Unknown,http://twitter.com/BoitnottJeffery,とまと,BoitnottJeffery,770698716479098880,,,,,,,,35,,,,,,,,,,,,,,,
62,テールレンズ付近はいつもの日産で安心できる。先代よりは断然カッコいい。 ＞新型リーフ,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/chenowski/statuses/955845071315742720,twitter.com,2018/01/24 1:49:58,男性,http://twitter.com/chenowski,Janek Chenowski,chenowski,117022642,,,,,,,,2308,芸術・創作,,,,,,,,,,,,,,
63,ルノー・日産・三菱自動車、中国の配車アプリ大手「滴滴出行」とevカーシェアリングで協業 youtube.geo.jp/new-car/media/… pic.twitter.com/w7AQ2whTh7,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/musca_happy/statuses/962252577839763456,twitter.com,2018/02/10 18:11:07,女性,http://twitter.com/musca_happy,千明,musca_happy,2807523974,,,,,,,,23,,,,,,,,,,,,,,,
64,日産 リーフ が残る、WCOTYグリーンカーの第二次選考4車種レスポンス newsresrt.tokyo/jpa/posts/5718…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/tsoel5rsoldov/statuses/956570307174719488,twitter.com,2018/01/26 1:51:48,Unknown,http://twitter.com/tsoel5rsoldov,ぶるー,tsoel5rsoldov,901033644848025600,,,,,,,,51,,,,,,,,,,,,,,,
65,今朝、客先に行ったら、自宅に新型リーフが停まってた。 いよいよ、新型リーフがウヨウヨしてくるのかな？ 勝手にジロジロ見て、仕様チェックして、思わず『勝った』とかw #日産リーフ新型,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/akahanashishou/statuses/960726068473679872,twitter.com,2018/02/06 13:05:18,男性,http://twitter.com/akahanashishou,内海史昭,akahanashishou,717636233652908032,日本,神奈川県,鎌倉市,,,,,63,,,,,,,,,,,,,,,
66,りゅうちぇるがツイッターでまさかの発言 youtu.be/UMan9PX4Pjk #日産リーフ #ぐるナイ #ゆと打って出てきたものがお前に不足 #せふほで本性が分かる #ゲゲゲの鬼太郎 #目玉おやじ役 #野沢さん #有安杏果卒業ライブ独占生中継 #神か天使か悪魔 pic.twitter.com/W0uAlVp6I6,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/indonoringo/statuses/954120010296803328,twitter.com,2018/01/19 7:35:11,Unknown,http://twitter.com/indonoringo,印度の林檎@情熱とテンション,indonoringo,298948446,日本,埼玉県,所沢市,,,,,2752,芸術・創作,音楽; テレビ,,,,,,,,,,,,,
67,@vega02011018 おおお！！　良かった！ え、レクサス買ってくれるんですか？ ありがとうございます(*´ー｀*) それなら日産リーフの方がいいんですが、遠慮して軽にしておきます(*･ω･) よろしくお願いします(☆∀☆),,ポジティブ,,Twitter,返信およびコメント,メディアなし,http://twitter.com/kyo_apricot/statuses/964102851420041217,twitter.com,2018/02/15 20:43:26,女性,http://twitter.com/kyo_apricot,あんず,kyo_apricot,142651810,,,,,,,,214,,スポーツ,,,,,,,,,,,,,
68,日産、トヨタもビックリ！ポルシェが「超急速充電」発表でEVの常識を覆す（オートックワン） - Yahoo!ニュース headlines.yahoo.co.jp/hl?a=20180131-… @YahooNewsTopics,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/shimomo/statuses/959063167832752128,twitter.com,2018/02/01 22:57:32,Unknown,http://twitter.com/shimomo,しもも 時々 しもしも,shimomo,15750720,日本,大阪府,,,,,,2975,教育,音楽; 動画; ペット; 文学,,,,,,,,,,,,,
69,100%電気自動車って大変そうだなーと思う。毎晩、日産ディーラーの端っこで充電してるリーフ見ると特に。,,ポジティブ,,Twitter,オリジナル,メディアなし,http://twitter.com/r2o2k/statuses/961049472779223040,twitter.com,2018/02/07 10:30:24,Unknown,http://twitter.com/r2o2k,モモちん,r2o2k,300193952,,,,,,,,1027,,スポーツ; アウトドア; ゲーム,,,,,,,,,,,,,
70,The latest デイリー limo　りも! paper.li/limo_?edition_… #hootchat #日産リーフ,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/limo_/statuses/954124374046597120,twitter.com,2018/01/19 7:52:32,Unknown,http://twitter.com/limo_,limo　りも,limo_,56420838,日本,埼玉県,所沢市,,,,,858,,美術・工芸,,,,,,,,,,,,,
71,たくたくライブ＠東京 live.fc2.com/61129655/　青森出身のたくたくさんの放送　#日産リーフ　#せふほで本性が分かる　#ゆと打って出てきたものがお前に不足　#神か天使か悪魔　#有安杏果卒業ライブ独占生中継,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/taka36/statuses/954158672543825920,twitter.com,2018/01/19 10:08:49,Unknown,http://twitter.com/taka36,たか埼玉,taka36,48116498,日本,埼玉県,,,,,,9719,,テクノロジー,,,,,,,,,,,,,
72,投稿者により削除済み。,,,,,,,,,2018/01/20 23:25:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,日本経済新聞 マツダ・日産、エンジン磨く ＣＯ２「ＥＶ並みに」 ：日本経済新聞 日本経済新聞 世界で電気自動車（ＥＶ）シフトが広がる中、マツダや日産自動車などが内燃機関の新技術を相次ぎ開発し… 2bit.tk/sg8TA,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/nissanjidousha/statuses/957380872788996096,twitter.com,2018/01/28 7:32:42,Unknown,http://twitter.com/nissanjidousha,日産自動車,nissanjidousha,1338421538,,,,,,,,184,,,,,,,,,,,,,,,
74,投稿者により削除済み。,,,,,,,,,2018/02/09 15:49:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,＼ブログ更新／ 初代「日産リーフ」に1年乗ったレビュー！EVのある生活最高ォ！ hayakawayuki.com/8100,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/yukiukkiy/statuses/955284360411848704,twitter.com,2018/01/22 12:41:54,Unknown,http://twitter.com/yukiukkiy,速川幸@バイク免許取得中,yukiukkiy,1399190342,日本,,,,,,,487,,自動車; スポーツ; アウトドア,,,,,,,,,,,,,
76,[ネタ] バッテリーサイズは同じでも新型日産リーフが航続距離400kmを実現できた理由とは ift.tt/2rUI4OH pic.twitter.com/G5085w3TJq,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/attack414/statuses/958991226723856384,twitter.com,2018/02/01 18:11:40,Unknown,http://twitter.com/attack414,attack99,attack414,3152277032,日本,東京都,,,,,,632,,,,,,,,,,,,,,,
77,日産、リーフの技術をバスに活用…熊本でEVバスの実験走行開始へ autoc-one.jp/news/5001269/ #日産 #リーフ #よかエコバス #くまモン #ひごまる,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/autocONE/statuses/955616391167582208,twitter.com,2018/01/23 10:41:16,Unknown,http://twitter.com/autocONE,オートックワン,autocONE,55192065,日本,東京都,東京都港区,,,,,13209,,,,,,,,,,,,,,,
78,中古の日産リーフってコスパ最高すぎないか？wwwwwwwwwww blog.gtr-shop.com/archives/379 pic.twitter.com/cKDyjzGBzL,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/info_omoshir/statuses/957146084433940480,twitter.com,2018/01/27 15:59:44,Unknown,http://twitter.com/info_omoshir,面白ねただよ！,info_omoshir,3144263543,,,,,,,,37,,,,,,,,,,,,,,,
79,ルノー日産、スタートアップとの共同研究の成果を発表…自動運転やevなど youtube.geo.jp/new-car/media/… pic.twitter.com/rJM2LmJjW3,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/melanie_goood/statuses/958253768251932672,twitter.com,2018/01/30 17:21:16,男性,http://twitter.com/melanie_goood,hiruta kanji,melanie_goood,2956008127,,,,,,,,29,,,,,,,,,,,,,,,
80,日産、2021年よりインフィニティにevと「e-power」を投入 douglasconrete.xyz/new-car/media/… pic.twitter.com/kBoySPXSws,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/clarisse_happpy/statuses/955382064211267586,twitter.com,2018/01/22 19:10:08,Unknown,http://twitter.com/clarisse_happpy,kasuya akiko,clarisse_happpy,2938815926,,,,,,,,22,,,,,,,,,,,,,,,
81,なんだかんだあと30年くらいは内燃機関に頼ることになるのかも。 まだ内燃機関の車に乗れるってことでもあるが。 「クルマとしていいものを作ろう」開発責任者が新型日産リーフで示すEVの「当たり前化」（WEB CARTOP） headlines.yahoo.co.jp/article?a=2018…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/rvIcrEwAE8gcBvq/statuses/960267507318706176,twitter.com,2018/02/05 6:43:09,Unknown,http://twitter.com/rvIcrEwAE8gcBvq,田村悠太/あやちが大好き！,rvIcrEwAE8gcBvq,905185971024445440,日本,青森県,,,,,,142,,自動車,,,,,,,,,,,,,
82,大雪とは無縁だった名古屋地方も寒波につつまれ雪になっています　明日は道路も凍結でしょうか？おぉぉぉ、こんな時間です！愛娘を迎えにいかなければ！ #日産リーフ pic.twitter.com/jd5sKRFZKD,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/ITO_Karin/statuses/956115676921384960,twitter.com,2018/01/24 19:45:15,女性,http://twitter.com/ITO_Karin,伊藤花梨,ITO_Karin,244094440,日本,愛知県,名古屋市,,,,,958,,,,,,,,,,,,,,,
83,ルノー・日産・三菱が中国の配車アプリ大手とEVカーシェアで協業へオートックワン rdsig.yahoo.co.jp/rss/l/headline…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/elisam28sc/statuses/962347696680968193,twitter.com,2018/02/11 0:29:05,Unknown,http://twitter.com/elisam28sc,ぼまー,elisam28sc,897503230824984576,,,,,,,,61,,,,,,,,,,,,,,,
84,トヨタ・プリウスPHVと日産・リーフを比較 ⇒youtu.be/EiZi_s3_Sa8,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/CB4009/statuses/956789870608842754,twitter.com,2018/01/26 16:24:16,Unknown,http://twitter.com/CB4009,トヨタ プリウス動画まとめ,CB4009,2575065686,,,,,,,,2526,,,,,,,,,,,,,,,
85,スーパーGTドライバー松田次生選手が 新型「 #日産リーフ（40kWh）」に 箱根ターンパイクで乗ってみた。 fb.me/1Nyv9AJPA,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/NISSANEV/statuses/964362720454705153,twitter.com,2018/02/16 13:56:04,Unknown,http://twitter.com/NISSANEV,日産自動車株式会社,NISSANEV,114520726,日本,神奈川県,横浜市,,,,,51732,,,,,,,,,,,,,,,
86,【加速が楽しい】試乗-Test drive 日産リーフニスモ-NISSAN LEAF NISMO We drove Nissan's EV. youtu.be/5P0cdrr5sTA pic.twitter.com/k3vY8YP61W,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/driveimpression/statuses/954391398119178240,twitter.com,2018/01/20 1:33:35,Unknown,http://twitter.com/driveimpression,driveimpression,driveimpression,3293031908,,,,,,,,162,テクノロジー,,,,,,,,,,,,,,
87,"“Do you want more !? ” anju in jp Download, please.Thank you. itunes.apple.com/fr/album/motto… #日産リーフ #FGOラジオ #シノアリス #ar954 #tbsradio",,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/anju_music_/statuses/954247050316595200,twitter.com,2018/01/19 16:00:00,Unknown,http://twitter.com/anju_music_,pretty.honey.special,anju_music_,346931549,,,,,,,,10350,,音楽,,,,,,,,,,,,,
88,ルノー・日産・三菱自、中国の滴滴出行と覚書　シェアＥＶで #NewsPicks npx.me/oYrl/TXPM,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/kkkkid/statuses/961364038436335616,twitter.com,2018/02/08 7:20:22,Unknown,http://twitter.com/kkkkid,キッド,kkkkid,155568167,,,,,,,,2021,営業・マーケティング,,,,,,,,,,,,,,
89,【直撃】EVのパイオニア日産が、あえて電池を手放したわけ #NewsPicks npx.me/vdUK/WLms,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/norihiko_sasaki/statuses/964645273933787136,twitter.com,2018/02/17 8:38:50,男性,http://twitter.com/norihiko_sasaki,佐々木紀彦,norihiko_sasaki,114081158,日本,東京都,渋谷区,日本,東京都,恵比寿,,15103,ジャーナリズム,,,,,,,,,,,,,,
90,日産 リーフ を凍った湖の上で走らせたらどうなるか【vr試乗】 youtube.geo.jp/new-car/media/… pic.twitter.com/FxHSqpCsK0,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/jeanbaptiste_ha/statuses/960792551094673408,twitter.com,2018/02/06 17:29:29,男性,http://twitter.com/jeanbaptiste_ha,katsuhiro,jeanbaptiste_ha,3009574682,,,,,,,,65,,,,,,,,,,,,,,,
91,日産リーフ、指一本でバックできんのかよ。 事故ってもおかしないことか,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/nao_kun_Z33/statuses/961374038114189312,twitter.com,2018/02/08 8:00:06,Unknown,http://twitter.com/nao_kun_Z33,なおくん,nao_kun_Z33,843397692176789504,,,,,,,,32,,,,,,,,,,,,,,,
92,日本一周の旅で一気に8000km超を走ったくじら君を 点検に預けてきました。 そこで道の駅の全国総集編の新聞広告を頂きました。 ありがとうございます😊 今回の旅でも大変お世話になった道の駅、 QCスタンドの設備率も意外と高いですね^ ^ 早速、道の駅巡りをしたくなっちゃいました^ ^ #日産リーフ pic.twitter.com/fFVkDfQv7e,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/EV_GEEK/statuses/954938725422608384,twitter.com,2018/01/21 13:48:28,Unknown,http://twitter.com/EV_GEEK,とある壊れかけの二等兵,EV_GEEK,931188935761436672,,,,,,,,114,,,,,,,,,,,,,,,
93,@Alfa_Agusta_FKU 確かに簡単な問題ではなかったんですよね…🤔 現行のラインナップも一般消費者に訴えるものが運転支援技術やEVメインといった感じで、旧来からの日産ファンやクルマ好きのハートを掴むものが少なくなっているのが残念です😢 せっかくのルノーとのアライアンス、走りで活かして欲しいと思います☺️,,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/16912maxi3/statuses/958730637577306112,twitter.com,2018/02/01 0:56:11,Unknown,http://twitter.com/16912maxi3,16912maxi,16912maxi3,874599632285847552,,,,,,,,213,,,,,,,,,,,,,,,
94,ルノー日産、スタートアップとの共同研究の成果を発表…自動運転やEVなどレスポンス,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/sorenobikuyoa/statuses/958234134299656194,twitter.com,2018/01/30 16:03:15,Unknown,http://twitter.com/sorenobikuyoa,ふーみ,sorenobikuyoa,130753480,アメリカ合衆国,テキサス,エル・パソ,,,,,57,,,,,,,,,,,,,,,
95,クリトリスは直接、指で愛撫してはダメ！？ zibunmigaki126114114.blog.fc2.com/blog-entry-20.… #日産リーフ,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/sevastianmaster/statuses/954338423229173765,twitter.com,2018/01/19 22:03:05,Unknown,http://twitter.com/sevastianmaster,裏垢コパーズ（彼女募集中）,sevastianmaster,2432106218,,,,,,,,54,,,,,,,,,,,,,,,
96,ちなみに日産でリーフ試乗したけどチョー良かった！電気自動車静か過ぎる。でも400万は手が出ない↓,,ポジティブ,,Twitter,返信およびコメント,メディアなし,http://twitter.com/ex51103/statuses/954582738501185538,twitter.com,2018/01/20 14:13:54,Unknown,http://twitter.com/ex51103,51103さん,ex51103,263975246,,,,,,,,206,,,,,,,,,,,,,,,
